Name,Division_Title,Division_Record,Status,Age,Height,Weight,Reach,Leg_Reach,Octagon_Reach,Trains_at,Fighting_Style,Total_Fights,Wins,Losses,Draws,Win_Percentage,Title_Defenses,Former_Champion,Fight_Win_Streak,Octagon_Debut,Wins_by_KO_TKO,Wins_by_SUB,Wins_by_DEC,First_Round_Wins,Sig_Strikes_Landed,Sig_Strikes_Attempted,Striking_Accuracy,Striking_Defense,Sig_Strikes_Landed_Per_Min,Sig_Strikes_Absorbed_Per_Min,Average_Sig_Strikes,Sig_Strikes_Head_Pct,Sig_Strikes_Body_Pct,Sig_Strikes_Leg_Pct,Takedowns_Landed,Takedowns_Attempted,Takedown_Accuracy,Takedown_Defense,Takedown_Avg_Per_15_Min,Submissions,Submission_Avg_Per_15_Min,Knockdowns,Knockdown_Avg,Average_Fight_Time,Control_Time,Event_1_Headline,Event_1_Date,Event_1_Result,Event_1_Time,Event_1_Method,Event_2_Headline,Event_2_Date,Event_2_Result,Event_2_Time,Event_2_Method,Event_3_Headline,Event_3_Date,Event_3_Result,Event_3_Time,Event_3_Method,Country,Place_of_Birth,Nickname,Stance,Birth_Date,Team,KO_TKO_Wins,Submission_Wins,Decision_Wins,Total_Control_Time,Total_Advancements,Total_Reversals,Total_Slams,Distance_Strikes,Clinch_Strikes,Ground_Strikes,Head_Strikes,Body_Strikes,Leg_Strikes,UFC_Debut_Date,Title_Fight_Record,Main_Event_Record,Fight_of_Night_Awards,Performance_of_Night_Awards
CedricDoumbé,Welterweight Division,nan-nan,Active,32.0,"5' 8""",170 lbs,"75""",,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CesarAlmeida,Middleweight Division,nan-nan,Active,37.0,"6' 1""",185 lbs,"74""",,,Teixeira MMA & Fitness,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,396,576,68.8,31.2,396.0,,,,,,0,0,0,0,0.0,0,0.0,1,15.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CesarArzamendia,Featherweight Division,nan-nan,Active,34.0,"5' 11""",155 lbs,"71""",,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CesarMarscucci,Lightweight Division,nan-nan,Active,,,,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,0.0,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CezarFerreira,Middleweight Division,nan-nan,Active,40.0,"6' 1""",215 lbs,"78""",,,MMA Masters,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChadAnheliger,Bantamweight Division,nan-nan,Active,38.0,"5' 6""",135 lbs,"64.5""",,,Champion's Creed MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,466,823,56.6,43.4,466.0,,,,,,4,0,0,0,60.0,0,0.0,3,45.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChadGriggs,Light Heavyweight Division,nan-nan,Active,47.0,"6' 3""",205 lbs,"73""",,,APEX MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,80,103,77.7,22.3,80.0,,,,,,1,0,0,0,15.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChadHanekom,Middleweight Division,nan-nan,Active,35.0,"6' 4""",185 lbs,"74""",,,Fight Fit Militia,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,17,29,58.6,41.4,17.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChadJohnson,Heavyweight Division,nan-nan,Active,38.0,"6' 2""",215 lbs,"80""",,,Roufusport,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChadLaprise,Welterweight Division,nan-nan,Active,38.0,"5' 10""",170 lbs,"71""",,,Adrenaline Training Center,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,461,1017,45.3,54.7,461.0,,,,,,6,0,0,0,90.0,0,0.0,3,45.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChadMendes,Featherweight Division,nan-nan,Active,40.0,"5' 6""",145 lbs,"66""",,,Team Alpha Male,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,441,824,53.5,46.5,441.0,,,,,,27,0,0,0,405.0,0,0.0,8,120.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChadReiner,nan Division,nan-nan,Active,,"5' 11""",170 lbs,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,43,77,55.8,44.2,43.0,,,,,,1,0,0,0,15.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChaelSonnen,Light Heavyweight Division,nan-nan,Active,48.0,"6' 1""",205 lbs,"74""",,,Gracie Barra Portland,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChanceRencountre,Welterweight Division,nan-nan,Active,38.0,"6' 2""",170 lbs,"75""",,,Alliance MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChandlerCole,Heavyweight Division,nan-nan,Active,30.0,"5' 10""",264 lbs,"72.5""",,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,15,26,57.7,42.3,15.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChangHoLee,Bantamweight Division,nan-nan,Active,31.0,"5' 8""",136 lbs,"69""",,,Extreme Combat,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,289,407,71.0,29.0,289.0,,,,,,4,0,0,0,60.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChanmiJeon,Women's Strawweight Division,nan-nan,Active,27.0,"5' 5""",115 lbs,"67""",,,Kukje Gym,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,192,596,32.2,67.8,192.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chan SungJung,Featherweight Division,nan-nan,Active,38.0,"5' 7""",146 lbs,"72""",,,Fight Ready,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,775,1617,47.9,52.1,775.0,,,,,,8,0,0,0,120.0,0,0.0,3,45.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CharalamposGrigoriou,Bantamweight Division,nan-nan,Active,33.0,"5' 7""",136 lbs,"67.5""",,,Serra-Longo Fight Team ,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,75,138,54.3,45.7,75.0,,,,,,4,0,0,0,60.0,0,0.0,2,30.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CharlesByrd,Middleweight Division,nan-nan,Active,41.0,"5' 10""",185 lbs,"73""",,,Fortis MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,169,258,65.5,34.5,169.0,,,,,,5,0,0,0,75.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CharlesJohnson,Flyweight Division,nan-nan,Active,34.0,"5' 9""",125 lbs,"70""",,,Murcielago MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,936,1707,54.8,45.2,936.0,,,,,,5,0,0,0,75.0,0,0.0,3,45.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CharlesJourdain,Bantamweight Division,nan-nan,Active,29.0,"5' 9""",135 lbs,"69""",,,Brazilian Top Team Canada,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,1260,2296,54.9,45.1,1260.0,,,,,,4,0,0,0,60.0,0,0.0,6,90.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CharlesMcCarthy,Middleweight Division,nan-nan,Active,44.0,"5' 10""",185 lbs,"71.5""",,,American Top Team,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,12,45,26.7,73.3,12.0,,,,,,3,0,0,0,45.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CharlesOliveira,Lightweight Division,nan-nan,Active,35.0,"5' 10""",155 lbs,"74""",,,Chute Boxe,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,1289,2046,63.0,37.0,1289.0,,,,,,39,0,0,0,585.0,0,0.0,8,120.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CharlesRadtke,Welterweight Division,nan-nan,Active,35.0,"5' 9""",171 lbs,"72""",,,Valle Flow Striking,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,146,256,57.0,43.0,146.0,,,,,,1,0,0,0,15.0,0,0.0,2,30.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CharlesRosa,Featherweight Division,nan-nan,Active,38.0,"5' 9""",145 lbs,"69""",,,American Combat Gym,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CharlieBrenneman,Lightweight Division,nan-nan,Active,44.0,"5' 10""",155 lbs,"70""",,,AMA Fight Club,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,516,667,77.4,22.6,516.0,,,,,,24,0,0,0,360.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CharlieCampbell,Lightweight Division,nan-nan,Active,30.0,"6' 0""",155 lbs,"72.5""",,,Serra-Longo Fight Team ,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,159,262,60.7,39.3,159.0,,,,,,4,0,0,0,60.0,0,0.0,1,15.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CharlieOntiveros,Middleweight Division,nan-nan,Active,33.0,"6' 2""",155 lbs,"78""",,,W4R Training Center,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,45,91,49.5,50.5,45.0,,,,,,0,0,0,0,0.0,0,0.0,2,30.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CharlieValencia,Bantamweight Division,nan-nan,Active,,"5' 3""",136 lbs,"64.5""",,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,5,10,50.0,50.0,5.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CharlieWard,Welterweight Division,nan-nan,Active,44.0,"5' 11""",185 lbs,"75""",,,SBG Ireland,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChaseGibson,Lightweight Division,nan-nan,Active,35.0,"5' 10""",145 lbs,"72""",,,California Mixed Martial Marts,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChaseGormley,Heavyweight Division,nan-nan,Active,41.0,"6' 3""",265 lbs,,,,Reign MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChaseHooper,Lightweight Division,nan-nan,Active,25.0,"6' 1""",156 lbs,"74""",,,Combat Sport and Fitness,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,1064,1744,61.0,39.0,1064.0,,,,,,21,0,0,0,315.0,0,0.0,1,15.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChaseSherman,Heavyweight Division,nan-nan,Active,35.0,"6' 4""",254 lbs,"78""",,,Kill Cliff FC,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,1055,2222,47.5,52.5,1055.0,,,,,,1,0,0,0,15.0,0,0.0,3,45.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChaseWaldon,Middleweight Division,nan-nan,Active,,"6' 2""",185 lbs,"75""",,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,3,8,37.5,62.5,3.0,,,,,,1,0,0,0,15.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChasSkelly,Featherweight Division,nan-nan,Active,40.0,"5' 11""",145 lbs,"72""",,,Team Takedown,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,404,731,55.3,44.7,404.0,,,,,,11,0,0,0,165.0,0,0.0,2,30.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CheickKongo,Heavyweight Division,nan-nan,Active,50.0,"6' 4""",247 lbs,"84""",,,Kongo Smashin' Club,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChelseaChandler,Women's Bantamweight Division,nan-nan,Active,34.0,"5' 8""",134 lbs,"68""",,,Cesar Gracie Jiu-Jitsu,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,303,557,54.4,45.6,303.0,,,,,,3,0,0,0,45.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChelseaHackett,Women's Flyweight Division,nan-nan,Active,26.0,"5' 4""",125 lbs,"66""",,,Potential Unlimited Mixed Martial Arts,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChepeMariscal,Featherweight Division,nan-nan,Active,32.0,"5' 7""",146 lbs,"69""",,,Elevation Fight Team,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,696,1022,68.1,31.9,696.0,,,,,,13,0,0,0,195.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CheyanneVlismas,Women's Strawweight Division,nan-nan,Active,30.0,"5' 3""",115 lbs,"63""",,,Xtreme Couture,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,375,685,54.7,45.3,375.0,,,,,,1,0,0,0,15.0,0,0.0,1,15.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CheydenLeialoha,Bantamweight Division,nan-nan,Active,31.0,"5' 8""",145 lbs,"73""",,,Gracie Technics,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CheMills,Welterweight Division,nan-nan,Active,42.0,"6' 1""",170 lbs,"76""",,,Trojan Free Fighters,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChibwikemOnyenegecha,Middleweight Division,nan-nan,Active,31.0,"6' 3""",185 lbs,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChicoCamus,Flyweight Division,nan-nan,Active,40.0,"5' 6""",135 lbs,"66""",,,Roufusport,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChidiNjokuani,Welterweight Division,nan-nan,Active,36.0,"6' 3""",171 lbs,"80""",,,Janjira Muay Thai,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,600,892,67.3,32.7,600.0,,,,,,0,0,0,0,0.0,0,0.0,4,60.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChiLewis-Parry,Heavyweight Division,nan-nan,Active,41.0,"6' 9""",244 lbs,,,,AKA (American Kickboxing Academy),Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChristianAguilera,Welterweight Division,nan-nan,Active,33.0,"5' 9""",170 lbs,"72""",,,Team Oyama,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,32,78,41.0,59.0,32.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChristianColombo,Heavyweight Division,nan-nan,Active,44.0,"6' 5""",260 lbs,"80.5""",,,Combat Sports Academy,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,36,53,67.9,32.1,36.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian LeroyDuncan,Middleweight Division,nan-nan,Active,30.0,"6' 2""",186 lbs,"79""",,,Range MMA Academy,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,421,647,65.1,34.9,421.0,,,,,,1,0,0,0,15.0,0,0.0,1,15.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChristianLohsen,Lightweight Division,nan-nan,Active,30.0,"6' 2""",155 lbs,"75""",,,Darkwolf MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChristianMorecraft,Heavyweight Division,nan-nan,Active,38.0,"6' 6""",260 lbs,"81""",,,Team BombSquad,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,151,314,48.1,51.9,151.0,,,,,,6,0,0,0,90.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChristianRodriguez,Featherweight Division,nan-nan,Active,27.0,"5' 7""",146 lbs,"71.5""",,,Roufusport,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,584,1020,57.3,42.7,584.0,,,,,,14,0,0,0,210.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChristianWellisch,Light Heavyweight Division,nan-nan,Active,44.0,"6' 2""",234 lbs,"77.5""",,,AKA (American Kickboxing Academy),Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,181,484,37.4,62.6,181.0,,,,,,3,0,0,0,45.0,0,0.0,1,15.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChristinaMarks,Women's Flyweight Division,nan-nan,Active,39.0,"5' 7""",125 lbs,"69""",,,Fight Ugly,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChristosGiagos,Lightweight Division,nan-nan,Active,35.0,"5' 10""",156 lbs,"71.5""",,,Kill Cliff FC,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,528,1057,50.0,50.0,528.0,,,,,,22,0,0,0,330.0,0,0.0,1,15.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChrisAvila,Featherweight Division,nan-nan,Active,32.0,"5' 7""",155 lbs,"72""",,,Cesar Gracie Jiu-Jitsu,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChrisBarnett,Heavyweight Division,nan-nan,Active,39.0,"5' 9""",264 lbs,"75""",,,Hardcore Gym,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,217,401,54.1,45.9,217.0,,,,,,0,0,0,0,0.0,0,0.0,1,15.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChrisBeal,Flyweight Division,nan-nan,Active,39.0,"5' 7""",135 lbs,"69""",,,KnuckleHeadz Boxing,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChrisBirchler,Light Heavyweight Division,nan-nan,Active,38.0,"6' 3""",205 lbs,,,,AllStar BJJ,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,43,90,47.8,52.2,43.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChrisBrennan,nan Division,nan-nan,Active,,,,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,0.0,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChrisCamozzi,Middleweight Division,nan-nan,Active,38.0,"6' 3""",203 lbs,"78""",,,FactoryX Muay Thai,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChrisCariaso,Flyweight Division,nan-nan,Active,44.0,"5' 3""",125 lbs,"63.5""",,,Fight and Fitness,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,837,1639,51.1,48.9,837.0,,,,,,10,0,0,0,150.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChrisClements,Welterweight Division,nan-nan,Active,49.0,"5' 10""",170 lbs,"70""",,,Team Tompkins,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,230,401,57.4,42.6,230.0,,,,,,0,0,0,0,0.0,0,0.0,2,30.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChrisCondo,Heavyweight Division,nan-nan,Active,,,,,,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,1,3,33.3,66.7,1.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChrisCope,Welterweight Division,nan-nan,Active,42.0,"6' 0""",170 lbs,"72""",,,,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,108,353,30.6,69.4,108.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChrisCurtis,Welterweight Division,nan-nan,Active,38.0,"5' 10""",170 lbs,"75.5""",,,Xtreme Couture,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,993,1893,52.5,47.5,993.0,,,,,,0,0,0,0,0.0,0,0.0,4,60.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChrisDaukaus,Heavyweight Division,nan-nan,Active,35.0,"6' 3""",205 lbs,"76""",,,Martinez BJJ,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,168,323,52.0,48.0,168.0,,,,,,0,0,0,0,0.0,0,0.0,6,90.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChrisDempsey,Middleweight Division,nan-nan,Active,37.0,"5' 11""",185 lbs,"72""",,,Cold Steel MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chrisde la Rocha,Heavyweight Division,nan-nan,Active,46.0,"6' 3""",243 lbs,"80.3""",,,Forge Combat Academy,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,169,324,52.2,47.8,169.0,,,,,,4,0,0,0,60.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChrisDuncan,Lightweight Division,nan-nan,Active,32.0,"5' 10""",155 lbs,"71""",,,American Top Team,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,237,496,47.8,52.2,237.0,,,,,,14,0,0,0,210.0,0,0.0,2,30.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChrisFishgold,Featherweight Division,nan-nan,Active,33.0,"5' 8""",149 lbs,"68""",,,Next Generation UK,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,82,231,35.5,64.5,82.0,,,,,,6,0,0,0,90.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChrisGruetzemacher,Lightweight Division,nan-nan,Active,39.0,"5' 8""",156 lbs,"68""",,,American Top Team,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,607,948,64.0,36.0,607.0,,,,,,1,0,0,0,15.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChrisGutierrez,Featherweight Division,nan-nan,Active,34.0,"5' 9""",146 lbs,"67""",,,FactoryX Muay Thai,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,956,1580,60.5,39.5,956.0,,,,,,3,0,0,0,45.0,0,0.0,6,90.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
