Name,Division_Title,Division_Record,Status,Age,Height,Weight,Reach,Leg_Reach,Octagon_Reach,Trains_at,Fighting_Style,Total_Fights,Wins,Losses,Draws,Win_Percentage,Title_Defenses,Former_Champion,Fight_Win_Streak,Octagon_Debut,Wins_by_KO_TKO,Wins_by_SUB,Wins_by_DEC,First_Round_Wins,Sig_Strikes_Landed,Sig_Strikes_Attempted,Striking_Accuracy,Striking_Defense,Sig_Strikes_Landed_Per_Min,Sig_Strikes_Absorbed_Per_Min,Average_Sig_Strikes,Sig_Strikes_Head_Pct,Sig_Strikes_Body_Pct,Sig_Strikes_Leg_Pct,Takedowns_Landed,Takedowns_Attempted,Takedown_Accuracy,Takedown_Defense,Takedown_Avg_Per_15_Min,Submissions,Submission_Avg_Per_15_Min,Knockdowns,Knockdown_Avg,Average_Fight_Time,Control_Time,Event_1_Headline,Event_1_Date,Event_1_Result,Event_1_Time,Event_1_Method,Event_2_Headline,Event_2_Date,Event_2_Result,Event_2_Time,Event_2_Method,Event_3_Headline,Event_3_Date,Event_3_Result,Event_3_Time,Event_3_Method,Country,Place_of_Birth,Nickname,Stance,Birth_Date,Team,KO_TKO_Wins,Submission_Wins,Decision_Wins,Total_Control_Time,Total_Advancements,Total_Reversals,Total_Slams,Distance_Strikes,Clinch_Strikes,Ground_Strikes,Head_Strikes,Body_Strikes,Leg_Strikes,UFC_Debut_Date,Title_Fight_Record,Main_Event_Record,Fight_of_Night_Awards,Performance_of_Night_Awards
SergeiPavlovich,Heavyweight Division,nan-nan,Active,33.0,"6' 3""",249 lbs,"84""",,,American Top Team,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,344,651,52.8,47.2,344.0,,,,,,2,0,0,0,30.0,0,0.0,7,105.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SergeyKhandozhko,Welterweight Division,nan-nan,Active,33.0,"6' 1""",169 lbs,"74""",,,Industrials,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,297,495,60.0,40.0,297.0,,,,,,2,0,0,0,30.0,0,0.0,3,45.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SergeyMorozov,Bantamweight Division,nan-nan,Active,36.0,"5' 6""",136 lbs,"67""",,,Erkin Kush,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,316,577,54.8,45.2,316.0,,,,,,15,0,0,0,225.0,0,0.0,1,15.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SergheiSpivac,Heavyweight Division,nan-nan,Active,30.0,"6' 3""",251 lbs,"78""",,,Polar Bear Team,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,710,1173,60.5,39.5,710.0,,,,,,31,0,0,0,465.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SergioMoraes,Welterweight Division,nan-nan,Active,42.0,"6' 0""",170 lbs,"72""",,,Alliance Jiu-Jitsu,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SergioPettis,Flyweight Division,nan-nan,Active,31.0,"5' 6""",135 lbs,"69""",,,Roufusport,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SerhiySidey,Bantamweight Division,nan-nan,Active,29.0,"5' 11""",135 lbs,"72""",,,Burlington Training Centre,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,233,560,41.6,58.4,233.0,,,,,,5,0,0,0,75.0,0,0.0,1,15.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SethBaczynski,Welterweight Division,nan-nan,Active,43.0,"6' 3""",185 lbs,"74""",,,Power MMA Team,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SethPetruzelli,Light Heavyweight Division,nan-nan,Active,45.0,"6' 0""",205 lbs,"76""",,,Jungle MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SeungGukChoi,Flyweight Division,nan-nan,Active,28.0,"5' 6""",125 lbs,"64""",,,Korean Zombie MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SeungWooChoi,Featherweight Division,nan-nan,Active,32.0,"6' 0""",146 lbs,"74""",,,Korean Zombie MMA,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,642,1281,50.1,49.9,642.0,,,,,,6,0,0,0,90.0,0,0.0,5,75.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShaheenSantana,Lightweight Division,nan-nan,Active,34.0,"6' 1""",145 lbs,"75""",,,MMA Masters,Mixed Martial Arts,,,,0,0,0,No,0,,,,,0,0,0,,0.0,0.0,,,,,,0,0,0,0,0.0,0,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
