Name,Division Tr,Division Rk,Wins by Kn,Wins by Su,First Roun,Wins by De,Striking ac,Sig. Strike,Takedownr,Sig. Str. La,Sig. Str. At,Submissio,Sig. Str. De,Knockdow,Average Sig,Event_1_H,Event_1_D,Event_1_R,Event_1_Ti,Event_1_M,Event_2_H,Event_2_D,Event_2_R,Event_2_Ti,Event_2_M,Event_3_H,Event_3_D,Event_3_R,Event_3_Ti,Event_3_M,Status,Place_ct,Fighting_s,Age,Height,Weight,Octagon_Reach,Leg_reach,Reach,Trains_at,Fight,Win,Title,Defeat,Former Champion,Division_Title,Division_Record,Sig_Str_Landed_Per_Min,Sig_Str_Absorbed_Per_Min,Takedown_Avg_Per_15_Min,Submission_Avg_Per_15_Min,Sig_Str_Defense,Takedown_Defense,Knockdown_Avg,Average_Fight_Time,Win_by_KO_TKO,Win_by_DEC,Win_by_SUB,Sig_Str_Head_Pct,Sig_Str_Body_Pct,Sig_Str_Leg_Pct,Fight_Win_Streak,Title_Defenses,Former_Champion,Octagon_Debut,Fighting_Style
PujaTomar,Women's Strawweight,,0,0,0,0,49.5,137,0,137,277,0,,1,,,,,,,,,,,,,,,,,Active,,,31.0,"5' 4""",116 lbs,,,"59""",Soma Fight Club,,,,,,Women's Strawweight Division,nan-nan,137.0,,0.0,0.0,50.5,0,15.0,0,,,,,,,0,0,No,,Mixed Martial Arts
PunaheleSoriano,Welterweight,,0,0,0,0,62.6,739,9,739,1180,0,,6,,,,,,,,,,,,,,,,,Active,,,32.0,"5' 11""",171 lbs,,,"72.5""",Xtreme Couture,,,,,,Welterweight Division,nan-nan,739.0,,135.0,0.0,37.4,0,90.0,0,,,,,,,0,0,No,,Mixed Martial Arts
YanQihui,Women's Flyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,28.0,"5' 3""",125 lbs,,,"62""",,,,,,,Women's Flyweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
QuangLe,Bantamweight,,0,0,0,0,46.7,133,7,133,285,0,,0,,,,,,,,,,,,,,,,,Active,,,33.0,"5' 6""",135 lbs,,,"70""",The Academy MN,,,,,,Bantamweight Division,nan-nan,133.0,,105.0,0.0,53.3,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
QuillanSalkilld,Lightweight,,0,0,0,0,62.3,195,17,195,313,0,,1,,,,,,,,,,,,,,,,,Active,,,25.0,"6' 0""",156 lbs,,,"75""",Luistro Combat Academy,,,,,,Lightweight Division,nan-nan,195.0,,255.0,0.0,37.7,0,15.0,0,,,,,,,0,0,No,,Mixed Martial Arts
QuinnMulhern,Lightweight,,0,0,0,0,27.0,33,0,33,122,0,,0,,,,,,,,,,,,,,,,,Active,,,40.0,"6' 3""",155 lbs,,,,Santa Fe Brazilian Jiu-Jitsu,,,,,,Lightweight Division,nan-nan,33.0,,0.0,0.0,73.0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RachaelOstovich,Women's Flyweight,,0,0,0,0,46.9,115,5,115,245,0,,0,,,,,,,,,,,,,,,,,Active,,,34.0,"5' 3""",125 lbs,,,"62""",Jesus is Lord,,,,,,Women's Flyweight Division,nan-nan,115.0,,75.0,0.0,53.1,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
Radleyda Silva,Featherweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,30.0,"5' 10""",145 lbs,,,,Axe Capoeira Vancouver,,,,,,Featherweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RafaelloOliveira,Lightweight,,0,0,0,0,52.9,451,14,451,852,0,,0,,,,,,,,,,,,,,,,,Active,,,43.0,"5' 8""",155 lbs,,,"71.5""",Knoxville Martial Arts Academy,,,,,,Lightweight Division,nan-nan,451.0,,210.0,0.0,47.1,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RafaelAlves,Featherweight,,0,0,0,0,55.8,129,1,129,231,0,,1,,,,,,,,,,,,,,,,,Active,,,34.0,"5' 8""",155 lbs,,,"68""",MMA Masters,,,,,,Featherweight Division,nan-nan,129.0,,15.0,0.0,44.2,0,15.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RafaelCarino,Heavyweight,,0,0,0,0,68.8,33,1,33,48,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,Heavyweight Division,nan-nan,33.0,,15.0,0.0,31.2,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RafaelCavalcante,Light Heavyweight,,0,0,0,0,55.6,175,0,175,315,0,,2,,,,,,,,,,,,,,,,,Active,,,44.0,"6' 1""",205 lbs,,,"73""",Team Nogueira,,,,,,Light Heavyweight Division,nan-nan,175.0,,0.0,0.0,44.4,0,30.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RafaelCerqueira,Light Heavyweight,,0,0,0,0,43.5,10,0,10,23,0,,0,,,,,,,,,,,,,,,,,Active,,,34.0,"6' 3""",204 lbs,,,"76""",Galpao Da Luta,,,,,,Light Heavyweight Division,nan-nan,10.0,,0.0,0.0,56.5,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
Rafaelde Freitas,,,0,0,0,0,0.0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,,,125 lbs,,,,,,,,,,nan Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RafaelDos Anjos,Welterweight,,0,0,0,0,54.7,2591,68,2591,4736,0,,7,,,,,,,,,,,,,,,,,Active,,,40.0,"5' 8""",171 lbs,,,"70""",Nova Uniao ,,,,,,Welterweight Division,nan-nan,2591.0,,1020.0,0.0,45.3,0,105.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RafaelEstevam,Flyweight,,0,0,0,0,60.9,215,16,215,353,0,,0,,,,,,,,,,,,,,,,,Active,,,28.0,"5' 8""",126 lbs,,,"69""",Nova Uniao ,,,,,,Flyweight Division,nan-nan,215.0,,240.0,0.0,39.1,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RafaelFiziev,Lightweight,,0,0,0,0,54.9,723,8,723,1318,0,,2,,,,,,,,,,,,,,,,,Active,,,32.0,"5' 8""",155 lbs,,,"71""",Tiger Muay Thai,,,,,,Lightweight Division,nan-nan,723.0,,120.0,0.0,45.1,0,30.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RafaelNatal,Middleweight,,0,0,0,0,57.9,1055,36,1055,1821,0,,5,,,,,,,,,,,,,,,,,Active,,,42.0,"6' 0""",185 lbs,,,"76""",Renzo Gracie Jiu-Jitsu,,,,,,Middleweight Division,nan-nan,1055.0,,540.0,0.0,42.1,0,75.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RafaGarcia,Lightweight,,0,0,0,0,50.9,682,26,682,1340,0,,0,,,,,,,,,,,,,,,,,Active,,,30.0,"5' 7""",155 lbs,,,"70""",UFC Gym Costa Mesa,,,,,,Lightweight Division,nan-nan,682.0,,390.0,0.0,49.1,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RaimondMagomedaliev,Welterweight,,0,0,0,0,47.5,75,0,75,158,0,,0,,,,,,,,,,,,,,,,,Active,,,35.0,"6' 1""",170 lbs,,,"75""",Eagles MMA,,,,,,Welterweight Division,nan-nan,75.0,,0.0,0.0,52.5,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RainnGuerrero,Women's Strawweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,33.0,"5' 6""",125 lbs,,,"65""",WAR Training Center,,,,,,Women's Strawweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RainyMartinez,Lightweight,,0,0,0,0,0.0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,Lightweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RamazanEmeev,Welterweight,,0,0,0,0,55.0,437,17,437,795,0,,1,,,,,,,,,,,,,,,,,Active,,,38.0,"5' 10""",171 lbs,,,"76""",Gorec,,,,,,Welterweight Division,nan-nan,437.0,,255.0,0.0,45.0,0,15.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RamazanKuramagomedov,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,28.0,"6' 0""",170 lbs,,,"73""",Xtreme Couture,,,,,,Middleweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RamazanTemirov,Flyweight,,0,0,0,0,40.8,82,1,82,201,0,,3,,,,,,,,,,,,,,,,,Active,,,28.0,"5' 4""",125 lbs,,,"63""",Muradov Legion Gym,,,,,,Flyweight Division,nan-nan,82.0,,15.0,0.0,59.2,0,45.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RamaSupandhi,Flyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,33.0,"5' 5""",125 lbs,,,"66""",Warrior Camp MMA,,,,,,Flyweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
Rameau ThierrySokoudjou,,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,41.0,"5' 10""",205 lbs,,,"78""",Team Quest -Portland,,,,,,nan Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RamiroJimenez,Featherweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,26.0,"5' 8""",145 lbs,,,,The Goat Shed,,,,,,Featherweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RamizBrahimaj,Welterweight,,0,0,0,0,49.6,141,7,141,284,0,,1,,,,,,,,,,,,,,,,,Active,,,32.0,"5' 10""",171 lbs,,,"72""",Valle Flow Striking,,,,,,Welterweight Division,nan-nan,141.0,,105.0,0.0,50.4,0,15.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RamiHamed,Welterweight,,0,0,0,0,52.5,63,0,63,120,0,,0,,,,,,,,,,,,,,,,,Active,,,34.0,"6' 1""",170 lbs,,,"71""",MMA Masters,,,,,,Welterweight Division,nan-nan,63.0,,0.0,0.0,47.5,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RamonaPascual,Women's Featherweight,,0,0,0,0,60.7,153,4,153,252,0,,0,,,,,,,,,,,,,,,,,Active,,,36.0,"5' 7""",145 lbs,,,"66""",Syndicate MMA,,,,,,Women's Featherweight Division,nan-nan,153.0,,60.0,0.0,39.3,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RamonTaveras,Bantamweight,,0,0,0,0,44.7,152,0,152,340,0,,2,,,,,,,,,,,,,,,,,Active,,,31.0,"5' 8""",136 lbs,,,"70""",Bulldog Boxing,,,,,,Bantamweight Division,nan-nan,152.0,,0.0,0.0,55.3,0,30.0,0,,,,,,,0,0,No,,Mixed Martial Arts
QuintonJackson,Light Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,47.0,"6' 1""",250 lbs,,,"73""",Wolfslair Academy,,,,,,Light Heavyweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RamseyNijem,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,37.0,"6' 1""",170 lbs,,,"75""",The Pit Elevated Fight Team,,,,,,Lightweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
Rana Rudra PratapSingh,Bantamweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,28.0,"5' 10""",135 lbs,,,,,,,,,,Bantamweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RandaMarkos,Women's Strawweight,,0,0,0,0,55.8,1187,17,1187,2126,0,,0,,,,,,,,,,,,,,,,,Active,,,39.0,"5' 4""",115 lbs,,,"63""",Michigan Top Team,,,,,,Women's Strawweight Division,nan-nan,1187.0,,255.0,0.0,44.2,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RandyBrown,Welterweight,,0,0,0,0,51.0,1114,11,1114,2185,0,,6,,,,,,,,,,,,,,,,,Active,,,35.0,"6' 3""",171 lbs,,,"78""",Budokan Martial Arts Academy,,,,,,Welterweight Division,nan-nan,1114.0,,165.0,0.0,49.0,0,90.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RandyCosta,Bantamweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,30.0,"5' 9""",135 lbs,,,"73""",Kill Cliff FC,,,,,,Bantamweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RandyCouture,Light Heavyweight,,0,0,0,0,72.4,1495,54,1495,2064,0,,1,,,,,,,,,,,,,,,,,Active,,,62.0,"6' 2""",205 lbs,,,"75""",Xtreme Couture,,,,,,Light Heavyweight Division,nan-nan,1495.0,,810.0,0.0,27.6,0,15.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RaniYahya,Bantamweight,,0,0,0,0,58.0,1143,41,1143,1971,0,,0,,,,,,,,,,,,,,,,,Active,,,40.0,"5' 6""",136 lbs,,,"67""",American Top Team,,,,,,Bantamweight Division,nan-nan,1143.0,,615.0,0.0,42.0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RaoniBarcelos,Bantamweight,,0,0,0,0,56.9,1011,26,1011,1776,0,,5,,,,,,,,,,,,,,,,,Active,,,38.0,"5' 7""",136 lbs,,,"67""",Top Brother MMA,,,,,,Bantamweight Division,nan-nan,1011.0,,390.0,0.0,43.1,0,75.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RaphaelAssuncao,Bantamweight,,0,0,0,0,48.9,982,24,982,2008,0,,2,,,,,,,,,,,,,,,,,Active,,,42.0,"5' 5""",136 lbs,,,"66.5""",Ascension MMA,,,,,,Bantamweight Division,nan-nan,982.0,,360.0,0.0,51.1,0,30.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RaquelPennington,Women's Bantamweight,,0,0,0,0,57.1,1748,16,1748,3061,0,,1,,,,,,,,,,,,,,,,,Active,,,36.0,"5' 7""",135 lbs,,,"67.5""",Altitude MMA,,,,,,Women's Bantamweight Division,nan-nan,1748.0,,240.0,0.0,42.9,0,15.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RashadCoulter,Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,43.0,"6' 0""",205 lbs,,,"76""",Fortis MMA,,,,,,Heavyweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RashadEvans,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,45.0,"5' 11""",205 lbs,,,"75""",Sanford MMA,,,,,,Middleweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RashidMagomedov,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,41.0,"5' 9""",155 lbs,,,"70.5""",Gorets,,,,,,Lightweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RaulianPaiva,Flyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,29.0,"5' 8""",136 lbs,,,"69.5""",Team Alpha Male,,,,,,Flyweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RaulRosas Jr.,Bantamweight,,0,0,0,0,60.7,270,19,270,445,0,,1,,,,,,,,,,,,,,,,,Active,,,20.0,"5' 9""",135 lbs,,,"67""",10th Planet Jiu-Jitsu,,,,,,Bantamweight Division,nan-nan,270.0,,285.0,0.0,39.3,0,15.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RavenaOliveira,Women's Bantamweight,,0,0,0,0,70.1,61,2,61,87,0,,0,,,,,,,,,,,,,,,,,Active,,,28.0,"5' 5""",133 lbs,,,"65""",Life MMA,,,,,,Women's Bantamweight Division,nan-nan,61.0,,30.0,0.0,29.9,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
Rayannedos Santos,Women's Strawweight,,0,0,0,0,42.3,300,2,300,709,0,,0,,,,,,,,,,,,,,,,,Active,,,30.0,"5' 2""",116 lbs,,,"62""",Marajo Brothers Team,,,,,,Women's Strawweight Division,nan-nan,300.0,,30.0,0.0,57.7,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RayBorg,Bantamweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,31.0,"5' 4""",135 lbs,,,"63""",Jackson's MMA Acoma,,,,,,Bantamweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RayRodriguez,Bantamweight,,0,0,0,0,40.0,36,2,36,90,0,,0,,,,,,,,,,,,,,,,,Active,,,37.0,"5' 7""",135 lbs,,,"70""",Brazilian Top Team Texas,,,,,,Bantamweight Division,nan-nan,36.0,,30.0,0.0,60.0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RayWizard,Open Weight,,0,0,0,0,100.0,2,0,2,2,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,Open Weight Division,nan-nan,2.0,,0.0,0.0,0.0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RazakAl-Hassan,Light Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,42.0,"6' 2""",206 lbs,,,,,,,,,,Light Heavyweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
ReeseAndy,Light Heavyweight,,0,0,0,0,68.2,133,1,133,195,0,,0,,,,,,,,,,,,,,,,,Active,,,52.0,"6' 0""",205 lbs,,,,,,,,,,Light Heavyweight Division,nan-nan,133.0,,15.0,0.0,31.8,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
ReginaldoVieira,Bantamweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,42.0,"5' 7""",135 lbs,,,"65""",,,,,,,Bantamweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
Reinierde Ridder,Middleweight,,0,0,0,0,73.1,391,9,391,535,0,,2,,,,,,,,,,,,,,,,,Active,,,34.0,"6' 4""",186 lbs,,,"78""",Combat Brothers,,,,,,Middleweight Division,nan-nan,391.0,,135.0,0.0,26.9,0,30.0,0,,,,,,,0,0,No,,Mixed Martial Arts
ReiTsuruya,Flyweight,,0,0,0,0,58.3,109,7,109,187,0,,0,,,,,,,,,,,,,,,,,Active,,,23.0,"5' 6""",125 lbs,,,"68""",Paraestra Matsudo,,,,,,Flyweight Division,nan-nan,109.0,,105.0,0.0,41.7,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RemcoPardoel,Open Weight,,0,0,0,0,90.4,47,4,47,52,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,Open Weight Division,nan-nan,47.0,,60.0,0.0,9.6,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RenanBarao,Featherweight,,0,0,0,0,43.1,1216,24,1216,2821,0,,4,,,,,,,,,,,,,,,,,Active,,,38.0,"5' 6""",145 lbs,,,"70""",Nova Uniao ,,,,,,Featherweight Division,nan-nan,1216.0,,360.0,0.0,56.9,0,60.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RenatoMoicano,Lightweight,,0,0,0,0,55.7,1038,20,1038,1862,0,,2,,,,,,,,,,,,,,,,,Active,,,36.0,"5' 11""",155 lbs,,,"72""",American Top Team,,,,,,Lightweight Division,nan-nan,1038.0,,300.0,0.0,44.3,0,30.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RenatoSobral,Light Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,49.0,"6' 0""",205 lbs,,,"75.5""",Reign MMA,,,,,,Light Heavyweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RenatoVerissimo,Catch Weight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,,"6' 1""",170 lbs,,,,,,,,,,Catch Weight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RenzoGracie,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,58.0,"5' 10""",170 lbs,,,,Renzo Gracie Jiu-Jitsu,,,,,,Welterweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
YaweiRen,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,,"5' 10""",170 lbs,,,,,,,,,,Lightweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
ReubenDuran,Bantamweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,41.0,"5' 7""",135 lbs,,,"69""",Alliance MMA,,,,,,Bantamweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RexHolman,Light Heavyweight,,0,0,0,0,41.7,15,0,15,36,0,,0,,,,,,,,,,,,,,,,,Active,,,,"6' 3""",205 lbs,,,,,,,,,,Light Heavyweight Division,nan-nan,15.0,,0.0,0.0,58.3,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
ReyesCortez Jr.,Bantamweight,,0,0,0,0,47.4,139,3,139,293,0,,0,,,,,,,,,,,,,,,,,Active,,,32.0,"5' 7""",135 lbs,,,"68""",Fight Ready,,,,,,Bantamweight Division,nan-nan,139.0,,45.0,0.0,52.6,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RezaMadadi,Lightweight,,0,0,0,0,55.9,348,19,348,622,0,,0,,,,,,,,,,,,,,,,,Active,,,45.0,"5' 11""",155 lbs,,,"72.5""",Hilti NHB,,,,,,Lightweight Division,nan-nan,348.0,,285.0,0.0,44.1,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RhysMcKee,Welterweight,,0,0,0,0,47.5,322,0,322,678,0,,3,,,,,,,,,,,,,,,,,Active,,,29.0,"6' 2""",171 lbs,,,"78""",Fight Academy Ireland,,,,,,Welterweight Division,nan-nan,322.0,,0.0,0.0,52.5,0,45.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RicardoAbreu,Middleweight,,0,0,0,0,39.3,112,3,112,285,0,,2,,,,,,,,,,,,,,,,,Active,,,41.0,"5' 11""",185 lbs,,,,,,,,,,Middleweight Division,nan-nan,112.0,,45.0,0.0,60.7,0,30.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RicardoAlmeida,Welterweight,,0,0,0,0,63.9,426,32,426,667,0,,0,,,,,,,,,,,,,,,,,Active,,,48.0,"5' 11""",170 lbs,,,"74""",Ricardo Almeida Jiu-Jitsu,,,,,,Welterweight Division,nan-nan,426.0,,480.0,0.0,36.1,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RicardoFunch,Welterweight,,0,0,0,0,70.9,139,3,139,196,0,,0,,,,,,,,,,,,,,,,,Active,,,44.0,"5' 10""",170 lbs,,,"74""",Team Link,,,,,,Welterweight Division,nan-nan,139.0,,45.0,0.0,29.1,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RicardoLamas,Featherweight,,0,0,0,0,56.2,792,21,792,1409,0,,2,,,,,,,,,,,,,,,,,Active,,,43.0,"5' 8""",145 lbs,,,"71""",MMA Masters,,,,,,Featherweight Division,nan-nan,792.0,,315.0,0.0,43.8,0,30.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RicardoPrasel,Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,35.0,"6' 7""",242 lbs,,,"78""",Alemao Brothers Team,,,,,,Heavyweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RicardoRamos,Featherweight,,0,0,0,0,37.7,400,23,400,1061,0,,2,,,,,,,,,,,,,,,,,Active,,,29.0,"5' 9""",146 lbs,,,"72""",Team Alpha Male,,,,,,Featherweight Division,nan-nan,400.0,,345.0,0.0,62.3,0,30.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RicardoRomero,Light Heavyweight,,0,0,0,0,59.5,25,1,25,42,0,,0,,,,,,,,,,,,,,,,,Active,,,47.0,"6' 0""",205 lbs,,,"76""",AMA Fight Club,,,,,,Light Heavyweight Division,nan-nan,25.0,,15.0,0.0,40.5,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RiccoRodriguez,Light Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,47.0,"6' 4""",225 lbs,,,,,,,,,,Light Heavyweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RichardsonMoreira,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,Middleweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RichardJacobi,Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,31.0,"6' 4""",244 lbs,,,"75""",Chute Boxe,,,,,,Heavyweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RichardOdoms,Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,50.0,"6' 5""",262 lbs,,,"81""",Pete Spratt Muay Thai,,,,,,Heavyweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RichieHightower,Lightweight,,0,0,0,0,44.8,30,1,30,67,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,Lightweight Division,nan-nan,30.0,,15.0,0.0,55.2,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RichieSantiago,Bantamweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,32.0,"5' 7""",135 lbs,,,"67""",Tri-Force MMA,,,,,,Bantamweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
RichieSmullen,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,33.0,"5' 9""",145 lbs,,,"71""",SBG Ireland,,,,,,Lightweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
