Name,Division Tr,Division Rk,Wins by Kn,Wins by Su,First Roun,Wins by De,Striking ac,Sig. Strike,Takedownr,Sig. Str. La,Sig. Str. At,Submissio,Sig. Str. De,Knockdow,Average Sig,Event_1_H,Event_1_D,Event_1_R,Event_1_Ti,Event_1_M,Event_2_H,Event_2_D,Event_2_R,Event_2_Ti,Event_2_M,Event_3_H,Event_3_D,Event_3_R,Event_3_Ti,Event_3_M,Status,Place_ct,Fighting_s,Age,Height,Weight,Octagon_Reach,Leg_reach,Reach,Trains_at,Fight,Win,Title,Defeat,Former Champion,Division_Title,Division_Record,Sig_Str_Landed_Per_Min,Sig_Str_Absorbed_Per_Min,Takedown_Avg_Per_15_Min,Submission_Avg_Per_15_Min,Sig_Str_Defense,Takedown_Defense,Knockdown_Avg,Average_Fight_Time,Win_by_KO_TKO,Win_by_DEC,Win_by_SUB,Sig_Str_Head_Pct,Sig_Str_Body_Pct,Sig_Str_Leg_Pct,Fight_Win_Streak,Title_Defenses,Former_Champion,Octagon_Debut,Fighting_Style
DaichiAbe,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,33.0,"5' 11""",170 lbs,,,"71""",HMC,,,,,,Welterweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DaichiKamiya,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,26.0,"5' 8""",155 lbs,,,,,,,,,,Lightweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DaijuTakase,,,0,0,0,0,40.0,14,0,14,35,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,nan Division,nan-nan,14.0,,0.0,0.0,60.0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DakotaBush,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,31.0,"5' 10""",155 lbs,,,"73""",American Top Team,,,,,,Lightweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DalchaLungiambula,Light Heavyweight,,0,0,0,0,53.7,318,10,318,592,0,,1,,,,,,,,,,,,,,,,,Active,,,37.0,"5' 8""",185 lbs,,,"76""",Camp Fight,,,,,,Light Heavyweight Division,nan-nan,318.0,,150.0,0.0,46.3,0,15.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DaleHartt,Lightweight,,0,0,0,0,42.2,19,1,19,45,0,,0,,,,,,,,,,,,,,,,,Active,,,,"5' 10""",155 lbs,,,"69""",,,,,,,Lightweight Division,nan-nan,19.0,,15.0,0.0,57.8,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DaMarquesJohnson,,,0,0,0,0,47.0,205,5,205,436,0,,2,,,,,,,,,,,,,,,,,Active,,,42.0,"6' 1""",170 lbs,,,"75""",Elite Performance,,,,,,nan Division,nan-nan,205.0,,75.0,0.0,53.0,0,30.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DamianGrabowski,Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,45.0,"6' 1""",241 lbs,,,"75""",Lutadores Opole,,,,,,Heavyweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DamianPinas,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,23.0,"6' 1""",185 lbs,,,,Nova Uniao ,,,,,,Middleweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DamianStasiak,Bantamweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,35.0,"5' 8""",145 lbs,,,"70""",United Gym,,,,,,Bantamweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DamienBrown,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,40.0,"5' 10""",155 lbs,,,"68.5""",Integrated MMA,,,,,,Lightweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DamirHadzovic,Lightweight,,0,0,0,0,53.3,430,6,430,806,0,,2,,,,,,,,,,,,,,,,,Active,,,38.0,"5' 9""",155 lbs,,,"70""",Arte Suave Copenhagen,,,,,,Lightweight Division,nan-nan,430.0,,90.0,0.0,46.7,0,30.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DamirIsmagulov,Lightweight,,0,0,0,0,52.1,550,7,550,1055,0,,1,,,,,,,,,,,,,,,,,Active,,,34.0,"5' 10""",156 lbs,,,"74""",American Top Team,,,,,,Lightweight Division,nan-nan,550.0,,105.0,0.0,47.9,0,15.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DamonJackson,Lightweight,,0,0,0,0,50.5,586,21,586,1160,0,,0,,,,,,,,,,,,,,,,,Active,,,36.0,"5' 11""",155 lbs,,,"71""",Fortis MMA,,,,,,Lightweight Division,nan-nan,586.0,,315.0,0.0,49.5,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DamonWilson,Featherweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,32.0,"5' 9""",155 lbs,,,,Scorpion Fighting System,,,,,,Featherweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DanielleTaylor,Women's Strawweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,35.0,"5' 0""",115 lbs,,,"62""",,,,,,,Women's Strawweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DanielBarez,Flyweight,,0,0,0,0,53.2,202,6,202,380,0,,2,,,,,,,,,,,,,,,,,Active,,,36.0,"5' 6""",126 lbs,,,"66""",Entram Gym,,,,,,Flyweight Division,nan-nan,202.0,,90.0,0.0,46.8,0,30.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DanielCormier,Heavyweight,,0,0,0,0,65.2,1543,24,1543,2367,0,,2,,,,,,,,,,,,,,,,,Active,,,46.0,"5' 11""",236 lbs,,,"72.5""",AKA (American Kickboxing Academy),,,,,,Heavyweight Division,nan-nan,1543.0,,360.0,0.0,34.8,0,30.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DanielFrunza,Welterweight,,0,0,0,0,47.6,119,0,119,250,0,,0,,,,,,,,,,,,,,,,,Active,,,31.0,"6' 1""",170 lbs,,,"73""",Black House Santiago,,,,,,Welterweight Division,nan-nan,119.0,,0.0,0.0,52.4,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DanielGallemore,Heavyweight,,0,0,0,0,0.0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,,"6' 5""",255 lbs,,,,,,,,,,Heavyweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DanielJolly,Light Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,40.0,"6' 1""",205 lbs,,,"75""",,,,,,,Light Heavyweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DanielKelly,Middleweight,,0,0,0,0,46.7,505,12,505,1082,0,,0,,,,,,,,,,,,,,,,,Active,,,47.0,"6' 0""",185 lbs,,,"70.5""",Resilience Training Centre,,,,,,Middleweight Division,nan-nan,505.0,,180.0,0.0,53.3,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DanielLacerda,Flyweight,,0,0,0,0,50.6,129,4,129,255,0,,3,,,,,,,,,,,,,,,,,Active,,,29.0,"5' 6""",127 lbs,,,"70""",Chute Boxe,,,,,,Flyweight Division,nan-nan,129.0,,60.0,0.0,49.4,0,45.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DanielMarcos,Bantamweight,,0,0,0,0,54.8,498,6,498,908,0,,3,,,,,,,,,,,,,,,,,Active,,,32.0,"5' 7""",135 lbs,,,"69""",American Combat Gym,,,,,,Bantamweight Division,nan-nan,498.0,,90.0,0.0,45.2,0,45.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DanielOmielanczuk,Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,42.0,"6' 0""",258 lbs,,,"74""",Berkut WCA Fight Team,,,,,,Heavyweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DanielSouza Pereira,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,34.0,"5' 10""",185 lbs,,,,CM System,,,,,,Middleweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DanielPineda,Featherweight,,0,0,0,0,63.4,727,12,727,1146,0,,2,,,,,,,,,,,,,,,,,Active,,,39.0,"5' 7""",145 lbs,,,"69""",4oz Fight Club,,,,,,Featherweight Division,nan-nan,727.0,,180.0,0.0,36.6,0,30.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DanielRoberts,,,0,0,0,0,46.6,187,11,187,401,0,,0,,,,,,,,,,,,,,,,,Active,,,45.0,"5' 10""",170 lbs,,,"74""",,,,,,,nan Division,nan-nan,187.0,,165.0,0.0,53.4,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DanielRodriguez,Welterweight,,0,0,0,0,50.9,1388,6,1388,2727,0,,7,,,,,,,,,,,,,,,,,Active,,,38.0,"6' 1""",170 lbs,,,"74""",10th Planet Jiu-Jitsu,,,,,,Welterweight Division,nan-nan,1388.0,,90.0,0.0,49.1,0,105.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DanielSantos,Featherweight,,0,0,0,0,48.0,373,11,373,777,0,,1,,,,,,,,,,,,,,,,,Active,,,30.0,"5' 7""",146 lbs,,,"67""",Chute Boxe - Diego Lima,,,,,,Featherweight Division,nan-nan,373.0,,165.0,0.0,52.0,0,15.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DanielSpitz,Heavyweight,,0,0,0,0,40.5,128,2,128,316,0,,0,,,,,,,,,,,,,,,,,Active,,,34.0,"6' 7""",245 lbs,,,"82""",Sikjitsu,,,,,,Heavyweight Division,nan-nan,128.0,,30.0,0.0,59.5,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DanielSwain,Featherweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,34.0,"5' 9""",145 lbs,,,"70""",Warrior Camp MMA,,,,,,Featherweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DanielTeymur,Featherweight,,0,0,0,0,50.6,199,2,199,393,0,,0,,,,,,,,,,,,,,,,,Active,,,37.0,"5' 5""",145 lbs,,,"69""",Allstars Training Center,,,,,,Featherweight Division,nan-nan,199.0,,30.0,0.0,49.4,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DanielZellhuber,Lightweight,,0,0,0,0,39.3,586,1,586,1491,0,,2,,,,,,,,,,,,,,,,,Active,,,26.0,"6' 1""",156 lbs,,,"77""",Xtreme Couture,,,,,,Lightweight Division,nan-nan,586.0,,15.0,0.0,60.7,0,30.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DanilloVillefort,Middleweight,,0,0,0,0,39.0,46,1,46,118,0,,0,,,,,,,,,,,,,,,,,Active,,,42.0,"6' 1""",185 lbs,,,,Blackzilians,,,,,,Middleweight Division,nan-nan,46.0,,15.0,0.0,61.0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DaniloBelluardo,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,30.0,"6' 0""",155 lbs,,,"74.5""",Aurora MMA,,,,,,Lightweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DaniloMarques,Light Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,39.0,"6' 4""",248 lbs,,,"77""",Demian Maia Jiu-Jitsu,,,,,,Light Heavyweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DaniloSuzart,Heavyweight,,0,0,0,0,58.1,18,0,18,31,0,,0,,,,,,,,,,,,,,,,,Active,,,33.0,"6' 0""",255 lbs,,,"74""",Life MMA,,,,,,Heavyweight Division,nan-nan,18.0,,0.0,0.0,41.9,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DannyAbbadi,Lightweight,,0,0,0,0,45.9,85,0,85,185,0,,0,,,,,,,,,,,,,,,,,Active,,,,"5' 11""",185 lbs,,,,Chute Boxe,,,,,,Lightweight Division,nan-nan,85.0,,0.0,0.0,54.1,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DannyBarlow,Welterweight,,0,0,0,0,51.0,179,0,179,351,0,,1,,,,,,,,,,,,,,,,,Active,,,29.0,"6' 2""",170 lbs,,,"79""",Law School MMA,,,,,,Welterweight Division,nan-nan,179.0,,0.0,0.0,49.0,0,15.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DannyCastillo,Lightweight,,0,0,0,0,52.0,699,31,699,1343,0,,2,,,,,,,,,,,,,,,,,Active,,,45.0,"5' 9""",155 lbs,,,"71""",Team Alpha Male,,,,,,Lightweight Division,nan-nan,699.0,,465.0,0.0,48.0,0,30.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DannyChavez,Featherweight,,0,0,0,0,41.7,150,6,150,360,0,,0,,,,,,,,,,,,,,,,,Active,,,38.0,"5' 8""",145 lbs,,,"67""",MMA Masters,,,,,,Featherweight Division,nan-nan,150.0,,90.0,0.0,58.3,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DannyHenry,Featherweight,,0,0,0,0,60.9,165,1,165,271,0,,2,,,,,,,,,,,,,,,,,Active,,,36.0,"6' 0""",145 lbs,,,"73""",Higher Level Martial Arts,,,,,,Featherweight Division,nan-nan,165.0,,15.0,0.0,39.1,0,30.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DannyMartinez,Flyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,40.0,"5' 5""",125 lbs,,,"67""",Alliance MMA,,,,,,Flyweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DannyMitchell,Welterweight,,0,0,0,0,61.4,153,0,153,249,0,,0,,,,,,,,,,,,,,,,,Active,,,38.0,"6' 2""",170 lbs,,,,AVT Fight Team,,,,,,Welterweight Division,nan-nan,153.0,,0.0,0.0,38.6,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DannyRoberts,Welterweight,,0,0,0,0,42.3,465,2,465,1098,0,,3,,,,,,,,,,,,,,,,,Active,,,37.0,"6' 1""",171 lbs,,,"74""",Kill Cliff FC,,,,,,Welterweight Division,nan-nan,465.0,,30.0,0.0,57.7,0,45.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DannySabatello,Bantamweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,32.0,"5' 10""",135 lbs,,,"71""",American Top Team,,,,,,Bantamweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DannySilva,Featherweight,,0,0,0,0,60.2,354,7,354,588,0,,1,,,,,,,,,,,,,,,,,Active,,,28.0,"5' 11""",145 lbs,,,"70""",Bloodline Combat,,,,,,Featherweight Division,nan-nan,354.0,,105.0,0.0,39.8,0,15.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DanteRivera,Welterweight,,0,0,0,0,67.4,64,0,64,95,0,,0,,,,,,,,,,,,,,,,,Active,,,50.0,"6' 0""",170 lbs,,,,Renzo Gracie Jiu-Jitsu,,,,,,Welterweight Division,nan-nan,64.0,,0.0,0.0,32.6,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DanyelleWolf,Women's Featherweight,,0,0,0,0,35.0,114,0,114,326,0,,0,,,,,,,,,,,,,,,,,Active,,,41.0,"5' 11""",146 lbs,,,"70""",Victory MMA,,,,,,Women's Featherweight Division,nan-nan,114.0,,0.0,0.0,65.0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DanyloVoievodkin,Heavyweight,,0,0,0,0,46.2,12,0,12,26,0,,1,,,,,,,,,,,,,,,,,Active,,,24.0,"6' 4""",263 lbs,,,"78""",Kratos,,,,,,Heavyweight Division,nan-nan,12.0,,0.0,0.0,53.8,0,15.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DanArgueta,Bantamweight,,0,0,0,0,57.2,350,21,350,612,0,,0,,,,,,,,,,,,,,,,,Active,,,31.0,"5' 7""",138 lbs,,,"70""",Bloodline Combat,,,,,,Bantamweight Division,nan-nan,350.0,,315.0,0.0,42.8,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DanBarrera,Welterweight,,0,0,0,0,92.2,59,1,59,64,0,,0,,,,,,,,,,,,,,,,,Active,,,44.0,"5' 9""",170 lbs,,,,,,,,,,Welterweight Division,nan-nan,59.0,,15.0,0.0,7.8,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DanChristison,Heavyweight,,0,0,0,0,60.3,175,0,175,290,0,,0,,,,,,,,,,,,,,,,,Active,,,53.0,"6' 8""",270 lbs,,,,,,,,,,Heavyweight Division,nan-nan,175.0,,0.0,0.0,39.7,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DanCramer,Middleweight,,0,0,0,0,39.0,48,0,48,123,0,,0,,,,,,,,,,,,,,,,,Active,,,39.0,"6' 2""",185 lbs,,,,American Top Team,,,,,,Middleweight Division,nan-nan,48.0,,0.0,0.0,61.0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DanEvensen,Heavyweight,,0,0,0,0,15.0,3,0,3,20,0,,0,,,,,,,,,,,,,,,,,Active,,,51.0,"6' 3""",252 lbs,,,,,,,,,,Heavyweight Division,nan-nan,3.0,,0.0,0.0,85.0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DanHardy,Welterweight,,0,0,0,0,46.3,491,6,491,1061,0,,3,,,,,,,,,,,,,,,,,Active,,,43.0,"6' 0""",170 lbs,,,"74""",Team Rough House,,,,,,Welterweight Division,nan-nan,491.0,,90.0,0.0,53.7,0,45.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DanHenderson,Middleweight,,0,0,0,0,54.7,779,15,779,1425,0,,9,,,,,,,,,,,,,,,,,Active,,,54.0,"5' 11""",185 lbs,,,"74""",Team Quest -Portland,,,,,,Middleweight Division,nan-nan,779.0,,225.0,0.0,45.3,0,135.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DanHooker,Lightweight,,0,0,0,0,55.8,1531,9,1531,2745,0,,9,,,,,,,,,,,,,,,,,Active,,,35.0,"6' 0""",155 lbs,,,"75""",City Kickboxing,,,,,,Lightweight Division,nan-nan,1531.0,,135.0,0.0,44.2,0,135.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DanIge,Featherweight,,0,0,0,0,49.6,1228,16,1228,2478,0,,8,,,,,,,,,,,,,,,,,Active,,,33.0,"5' 7""",145 lbs,,,"71""",Xtreme Couture,,,,,,Featherweight Division,nan-nan,1228.0,,240.0,0.0,50.4,0,120.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DanLauzon,Welterweight,,0,0,0,0,32.3,43,3,43,133,0,,1,,,,,,,,,,,,,,,,,Active,,,37.0,"5' 10""",170 lbs,,,,Lauzon MMA,,,,,,Welterweight Division,nan-nan,43.0,,45.0,0.0,67.7,0,15.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DanMiller,Middleweight,,0,0,0,0,51.6,616,15,616,1194,0,,2,,,,,,,,,,,,,,,,,Active,,,43.0,"6' 1""",185 lbs,,,"74""",Miller Brothers MMA,,,,,,Middleweight Division,nan-nan,616.0,,225.0,0.0,48.4,0,30.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DanMoret,Featherweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,38.0,"6' 0""",155 lbs,,,"72.5""",Minnesota Martial Arts Academy,,,,,,Featherweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DanSevern,,,0,0,0,0,72.4,570,7,570,787,0,,0,,,,,,,,,,,,,,,,,Active,,,71.0,"6' 2""",250 lbs,,,,,,,,,,nan Division,nan-nan,570.0,,105.0,0.0,27.6,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DanStittgen,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,44.0,"6' 1""",170 lbs,,,,Midwest MMA,,,,,,Welterweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DarianWeeks,Welterweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,31.0,"5' 11""",170 lbs,,,"72""",Hulett House MMA,,,,,,Welterweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DariaZhelezniakova,Women's Bantamweight,,0,0,0,0,44.8,188,1,188,420,0,,0,,,,,,,,,,,,,,,,,Active,,,29.0,"5' 9""",136 lbs,,,"68""",MMA Factory,,,,,,Women's Bantamweight Division,nan-nan,188.0,,15.0,0.0,55.2,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DarkoStošić,Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,33.0,"6' 0""",230 lbs,,,"76""",MMA Red Star,,,,,,Heavyweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DaronCruickshank,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,40.0,"5' 8""",155 lbs,,,"72""",Michigan Top Team,,,,,,Lightweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DarrellHorcher,Lightweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,37.0,"5' 10""",155 lbs,,,"70""",Unrivaled Athletics,,,,,,Lightweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DarrellMontague,Flyweight,,0,0,0,0,29.9,49,1,49,164,0,,0,,,,,,,,,,,,,,,,,Active,,,37.0,"5' 6""",125 lbs,,,"67""",Millennia MMA,,,,,,Flyweight Division,nan-nan,49.0,,15.0,0.0,70.1,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DarrelGholar,Middleweight,,0,0,0,0,50.8,30,1,30,59,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,Middleweight Division,nan-nan,30.0,,15.0,0.0,49.2,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DarrenElkins,Featherweight,,0,0,0,0,55.0,2621,67,2621,4765,0,,2,,,,,,,,,,,,,,,,,Active,,,41.0,"5' 10""",145 lbs,,,"71""",Team Alpha Male,,,,,,Featherweight Division,nan-nan,2621.0,,1005.0,0.0,45.0,0,30.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DarrenStewart,Middleweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,34.0,"6' 0""",185 lbs,,,"74""",The MMA Clinic,,,,,,Middleweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DarrenTill,Middleweight,,0,0,0,0,49.2,418,6,418,849,0,,5,,,,,,,,,,,,,,,,,Active,,,32.0,"6' 0""",185 lbs,,,"74.5""",Team Kaobon,,,,,,Middleweight Division,nan-nan,418.0,,90.0,0.0,50.8,0,75.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DarrenUyenoyama,Flyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,45.0,"5' 6""",125 lbs,,,"64.5""",Faito Tamashii Combat Club,,,,,,Flyweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DarrickMinner,Bantamweight,,0,0,0,0,75.6,257,8,257,340,0,,1,,,,,,,,,,,,,,,,,Active,,,35.0,"5' 7""",146 lbs,,,"69.5""",Glory MMA & Fitness,,,,,,Bantamweight Division,nan-nan,257.0,,120.0,0.0,24.4,0,15.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DarrillSchoonover,,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,40.0,"6' 2""",247 lbs,,,,,,,,,,nan Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DarriusFlowers,Welterweight,,0,0,0,0,54.3,120,2,120,221,0,,0,,,,,,,,,,,,,,,,,Active,,,30.0,"5' 9""",170 lbs,,,"71""",Uprising MMA,,,,,,Welterweight Division,nan-nan,120.0,,30.0,0.0,45.7,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DashawnBoatwright,Light Heavyweight,,0,0,0,0,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,37.0,"6' 0""",205 lbs,,,"76""",,,,,,,Light Heavyweight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DashonJohnson,Featherweight,,0,0,0,0,81.4,35,1,35,43,0,,0,,,,,,,,,,,,,,,,,Active,,,37.0,"5' 9""",145 lbs,,,"70.5""",Team Xplode MMA,,,,,,Featherweight Division,nan-nan,35.0,,15.0,0.0,18.6,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DaveyGrant,Bantamweight,,0,0,0,0,46.7,945,10,945,2023,0,,4,,,,,,,,,,,,,,,,,Active,,,39.0,"5' 8""",136 lbs,,,"69""",SBG Bishop Auckland,,,,,,Bantamweight Division,nan-nan,945.0,,150.0,0.0,53.3,0,60.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DaveBeneteau,Heavyweight,,0,0,0,0,69.4,100,6,100,144,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,Heavyweight Division,nan-nan,100.0,,90.0,0.0,30.6,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DaveBerry,Open Weight,,0,0,0,0,0.0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,Open Weight Division,nan-nan,0.0,,0.0,0.0,0,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
DaveGalera,Bantamweight,,0,0,0,0,81.7,89,0,89,109,0,,0,,,,,,,,,,,,,,,,,Active,,,47.0,"5' 11""",135 lbs,,,,,,,,,,Bantamweight Division,nan-nan,89.0,,0.0,0.0,18.3,0,0.0,0,,,,,,,0,0,No,,Mixed Martial Arts
